"Port","Commodity","Region","Mode","State","trade_type","Tons_2019","Value_2019","Tons_2021","Value_2021","Tons_2022","Value_2022"
"Atlanta","20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Africa",4,"GA","Import",0.000303902116402116,0.025844,0.000515542328042328,0.053608,0,0.008918
"Atlanta","20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Asia",4,"GA","Export",0.00315156525573192,0.126664,0.0243076499118166,0.099855,0.00934832451499118,0.074023
"Atlanta","20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Asia",4,"GA","Import",0.00131547619047619,0.048132,2.23765432098765e-05,0.003732,0,0.030058
"Atlanta","20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Europe",4,"GA","Export",0.0041004188712522,0.161577,0.0059593253968254,0.213247,0.00550782627865961,0.038954
"Atlanta","20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Europe",4,"GA","Import",0.0019646164021164,0.119355,0.0613917548500882,3.114997,0,3.198804
"Atlanta","20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","North America",4,"GA","Export",3.73677248677249e-05,0.002989,NA,NA,NA,NA
"Atlanta","20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","South/Central America",4,"GA","Import",0.00114914021164021,0.049504,0.000933752204585538,0.055568,0,0.105602
"Atlanta","21 Miscellaneous Edible Preparations","Africa",4,"GA","Export",0.00590443121693122,1.018921,0.00725077160493827,1.180339,0.00447222222222222,0.347054
"Atlanta","21 Miscellaneous Edible Preparations","Africa",4,"GA","Import",3.86904761904762e-05,0.002036,7.69400352733686e-05,0.009933,NA,NA
"Atlanta","21 Miscellaneous Edible Preparations","Asia",4,"GA","Export",0.159681216931217,34.230731,0.170357142857143,26.705261,0.0610470679012346,13.113289
"Atlanta","21 Miscellaneous Edible Preparations","Asia",4,"GA","Import",0.00700253527336861,7.717994,0.00344345238095238,6.253835,0,6.691972
"Atlanta","21 Miscellaneous Edible Preparations","Australia and Oceania",4,"GA","Export",0.017667328042328,1.180917,0.00268860229276896,0.25037,0.000987985008818342,0.432431
"Atlanta","21 Miscellaneous Edible Preparations","Australia and Oceania",4,"GA","Import",2.75573192239859e-05,0.011217,NA,NA,0,0.131273
"Atlanta","21 Miscellaneous Edible Preparations","Europe",4,"GA","Export",0.0647534171075838,7.373562,0.0715407848324515,8.404207,0.0403317901234568,5.959124
"Atlanta","21 Miscellaneous Edible Preparations","Europe",4,"GA","Import",0.00905952380952381,4.635162,0.0546808862433862,9.082658,0,6.365275
"Atlanta","21 Miscellaneous Edible Preparations","North America",4,"GA","Export",0.000479938271604938,0.030965,NA,NA,3.49426807760141e-05,0.02056
"Atlanta","21 Miscellaneous Edible Preparations","South/Central America",4,"GA","Export",0.00674680335097002,1.432608,0.00567030423280423,0.926396,0.00581415343915344,0.901447
"Atlanta","21 Miscellaneous Edible Preparations","South/Central America",4,"GA","Import",0.00409027777777778,0.270092,0.00442559523809524,0.520322,0,0.274532
"Atlanta","22 Beverages, Spirits And Vinegar","Africa",4,"GA","Import",0.000198412698412698,0.010319,NA,NA,0,0.013229
"Atlanta","22 Beverages, Spirits And Vinegar","Asia",4,"GA","Export",0.0136312830687831,1.837526,0.0105848765432099,0.42462,0.0141559744268078,0.83769
"Atlanta","22 Beverages, Spirits And Vinegar","Asia",4,"GA","Import",0.000258818342151675,0.002536,0.000165343915343915,0.022043,0,0.034483
"Atlanta","22 Beverages, Spirits And Vinegar","Europe",4,"GA","Export",0.0221665564373898,0.443963,0.0820364858906526,3.356469,0.0484666005291005,1.841967
"Atlanta","22 Beverages, Spirits And Vinegar","Europe",4,"GA","Import",0.0176543209876543,1.663609,0.168393849206349,15.295684,0,0.888095
"Atlanta","22 Beverages, Spirits And Vinegar","South/Central America",4,"GA","Import",0.00697916666666667,0.214977,0.000504409171075838,0.006786,0,0.111461
"Atlanta","23 Food Industry Residues & Waste; Prep Animal Feed","Africa",4,"GA","Export",0.000287808641975309,0.019946,5.84215167548501e-06,0.016108,0.0227660934744268,0.40758
"Atlanta","23 Food Industry Residues & Waste; Prep Animal Feed","Africa",4,"GA","Import",0.000173170194003527,0.01531,6.75705467372134e-05,0.01215,0,0.067562
"Atlanta","23 Food Industry Residues & Waste; Prep Animal Feed","Asia",4,"GA","Export",0.0156160714285714,4.51371,0.0291110008818342,4.971868,0.0713700396825397,4.910863
"Atlanta","23 Food Industry Residues & Waste; Prep Animal Feed","Asia",4,"GA","Import",0.00179850088183422,0.446165,0.00165608465608466,0.369759,0,0.553996
"Atlanta","23 Food Industry Residues & Waste; Prep Animal Feed","Australia and Oceania",4,"GA","Export",0.0010707671957672,0.07467,NA,NA,NA,NA
"Atlanta","23 Food Industry Residues & Waste; Prep Animal Feed","Europe",4,"GA","Export",0.0112145061728395,2.793014,0.0372831790123457,5.658158,0.113871362433862,7.981354
"Atlanta","23 Food Industry Residues & Waste; Prep Animal Feed","Europe",4,"GA","Import",0.00999239417989418,2.172022,0.0478647486772487,5.250386,0,5.919587
"Atlanta","23 Food Industry Residues & Waste; Prep Animal Feed","South/Central America",4,"GA","Export",0.0014619708994709,0.104423,0.00101058201058201,0.039969,0.00595205026455026,0.441428
"Atlanta","23 Food Industry Residues & Waste; Prep Animal Feed","South/Central America",4,"GA","Import",0.00140321869488536,0.232613,0.000562169312169312,0.336144,0,0.097917
"Atlanta","24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod","Africa",4,"GA","Export",0.000164792768959436,0.044851,0.000190035273368607,0.064514,7.08774250440917e-05,0.022659
"Atlanta","24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod","Asia",4,"GA","Export",0.00697244268077601,0.594052,0.0161499118165785,1.182973,0.0142250881834215,1.487648
"Atlanta","24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod","Australia and Oceania",4,"GA","Export",0.000631944444444444,0.146952,NA,NA,2.79982363315697e-05,0.014038
"Atlanta","24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod","Europe",4,"GA","Export",0.0104751984126984,1.232413,0.00294323192239859,0.280389,0.00513414902998236,2.110897
"Atlanta","24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod","Europe",4,"GA","Import",0.000898037918871252,0.346837,0.00407451499118166,0.558224,0,0.088137
"Atlanta","24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod","North America",4,"GA","Export",0.000189043209876543,0.011024,NA,NA,NA,NA
"Atlanta","24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod","South/Central America",4,"GA","Import",0.00916556437389771,1.287087,0.0016739417989418,0.293879,0,0.457955
"Atlanta","25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster","Africa",4,"GA","Export",0.00198313492063492,0.03179,0.00105886243386243,0.028392,0.00740167548500882,0.094116
"Atlanta","25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster","Asia",4,"GA","Export",0.0409362874779541,0.333676,0.154006944444444,1.826499,0.11806746031746,0.969233
"Atlanta","25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster","Asia",4,"GA","Import",0.0038098544973545,0.714966,0.000880511463844797,0.212678,0,0.045104
"Atlanta","25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster","Australia and Oceania",4,"GA","Export",0.000586199294532628,0.021553,0.000209986772486772,0.002778,3.41710758377425e-06,0.009971
"Atlanta","25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster","Europe",4,"GA","Export",0.0579266975308642,0.674331,0.146659501763668,1.598564,0.115585097001764,1.394609
"Atlanta","25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster","Europe",4,"GA","Import",0.00601884920634921,0.134057,0.00705676807760141,0.063937,0,0.192369
"Atlanta","25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster","South/Central America",4,"GA","Export",0.0112113095238095,0.099167,0.0021005291005291,0.019267,NA,NA
"Atlanta","25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster","South/Central America",4,"GA","Import",0.00338988095238095,0.110967,0.000110780423280423,0.00452,0,0.07104
"Atlanta","26 Ores, Slag And Ash","Africa",4,"GA","Export",0.000102513227513228,0.003888,NA,NA,0.00445238095238095,0.013063
"Atlanta","26 Ores, Slag And Ash","Europe",4,"GA","Export",0.00169466490299824,0.051992,NA,NA,0.000433201058201058,0.015501
"Atlanta","27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax","Africa",4,"GA","Export",0.000962191358024691,0.030463,0.00627832892416226,0.059524,0.00407109788359788,0.108683
"Atlanta","27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax","Asia",4,"GA","Export",0.0112551807760141,0.372337,0.0151326058201058,0.371556,0.017845348324515,0.394506
"Atlanta","27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax","Asia",4,"GA","Import",0.00187334656084656,0.133679,0.00329442239858907,0.431696,0,0.213898
"Atlanta","27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax","Australia and Oceania",4,"GA","Export",0.000338073192239859,0.019581,NA,NA,0.000975859788359788,0.079237
"Atlanta","27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax","Europe",4,"GA","Export",0.0332755731922399,0.332152,0.0134965828924162,0.264349,0.0154074074074074,0.396463
"Atlanta","27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax","Europe",4,"GA","Import",0.0147228835978836,0.602452,0.237444113756614,1.831874,0,1.801283
"Atlanta","27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax","North America",4,"GA","Import",3.27380952380952e-05,0.042589,0.00108752204585538,0.071757,0,0.130943
"Atlanta","27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax","South/Central America",4,"GA","Export",0.000242063492063492,0.009427,0.0017391975308642,0.049828,0.00913249559082892,0.109564
"Atlanta","28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd","Africa",4,"GA","Export",0.00494003527336861,0.3355,0.00379761904761905,0.152402,0.000986331569664903,0.086591
"Atlanta","28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd","Africa",4,"GA","Import",0.00119852292768959,0.169164,0.000638668430335097,0.095434,0,0.061777
"Atlanta","28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd","Asia",4,"GA","Export",0.0275320767195767,4.213354,0.132290013227513,24.388546,0.234224977954145,40.571182
"Atlanta","28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd","Asia",4,"GA","Import",0.0117371031746032,3.420945,0.0604177689594356,14.400043,0,3.880019
"Atlanta","28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd","Australia and Oceania",4,"GA","Export",0.000240189594356261,0.357602,0.00016710758377425,0.4828,0.000601851851851852,0.185817
"Atlanta","28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd","Europe",4,"GA","Export",0.0682128527336861,29.980989,0.129848434744268,28.225417,0.463228505291005,114.393266
"Atlanta","28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd","Europe",4,"GA","Import",0.0736761463844797,24.609178,0.103184634038801,29.230559,0,39.89917
"Atlanta","28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd","North America",4,"GA","Export",0.000631172839506173,0.069715,0.00440564373897707,0.063143,0.000887896825396825,0.021848
"Atlanta","28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd","South/Central America",4,"GA","Export",0.0111706349206349,0.579796,0.00608013668430335,0.286726,0.0041793430335097,0.57227
"Atlanta","28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd","South/Central America",4,"GA","Import",0.0021549823633157,0.08989,0.00179541446208113,0.377326,0,0.149292
"Atlanta","29 Organic Chemicals","Africa",4,"GA","Export",0.00221494708994709,0.391861,0.00443496472663139,1.207958,0.00373247354497355,1.27421
"Atlanta","29 Organic Chemicals","Africa",4,"GA","Import",2.20458553791887e-07,0.01464,2.86596119929453e-06,0.002922,NA,NA
"Atlanta","29 Organic Chemicals","Asia",4,"GA","Export",0.243552138447972,85.625115,0.421907627865961,88.293295,0.372640432098765,98.851942
"Atlanta","29 Organic Chemicals","Asia",4,"GA","Import",0.226666446208113,1404.677857,0.188339175485009,1704.457597,0,1523.051648
"Atlanta","29 Organic Chemicals","Australia and Oceania",4,"GA","Export",0.00952028218694885,11.96709,0.00114043209876543,0.763097,0.00118650793650794,3.626589
"Atlanta","29 Organic Chemicals","Australia and Oceania",4,"GA","Import",2.84391534391534e-05,0.0858,NA,NA,0,0.05041
"Atlanta","29 Organic Chemicals","Europe",4,"GA","Export",0.189188492063492,97.292859,0.291787257495591,112.043789,0.316685846560847,134.372069
"Atlanta","29 Organic Chemicals","Europe",4,"GA","Import",0.170194664902998,1266.604333,0.286369047619048,1820.935089,0,1118.240768
"Atlanta","29 Organic Chemicals","North America",4,"GA","Export",0.000228284832451499,0.156956,0.000777006172839506,0.230839,0.000232142857142857,0.235104
"Atlanta","29 Organic Chemicals","North America",4,"GA","Import",8.41049382716049e-05,0.109088,2.3478835978836e-05,0.2098,0,0.774112
"Atlanta","29 Organic Chemicals","South/Central America",4,"GA","Export",0.00667151675485009,0.505906,0.00622740299823633,2.395141,0.0179616402116402,3.38601
"Atlanta","29 Organic Chemicals","South/Central America",4,"GA","Import",0.00486783509700176,0.803675,0.00525088183421517,1.498519,0,8.468436
"Atlanta","30 Pharmaceutical Products","Africa",4,"GA","Export",0.0148472222222222,13.751336,0.0132757936507937,28.264798,0.0155569885361552,71.692955
"Atlanta","30 Pharmaceutical Products","Africa",4,"GA","Import",0.00977656525573192,3.822499,0.00295734126984127,0.678914,0,1.167808
"Atlanta","30 Pharmaceutical Products","Asia",4,"GA","Export",0.196943452380952,1609.57343,0.187159171075838,2454.946857,0.190037037037037,1748.128779
"Atlanta","30 Pharmaceutical Products","Asia",4,"GA","Import",0.382693342151675,626.546418,0.456125220458554,683.466271,0,509.578699
"Atlanta","30 Pharmaceutical Products","Australia and Oceania",4,"GA","Export",0.0107805335097002,11.446133,0.00448302469135803,21.013638,0.0090326278659612,43.915308
"Atlanta","30 Pharmaceutical Products","Australia and Oceania",4,"GA","Import",0.00535372574955908,2.82443,0.0138302469135802,15.738068,0,33.749575
"Atlanta","30 Pharmaceutical Products","Europe",4,"GA","Export",0.186908840388007,801.958692,0.188875992063492,848.738847,0.224638999118166,1056.178909
"Atlanta","30 Pharmaceutical Products","Europe",4,"GA","Import",0.411883487654321,10453.164507,0.474156525573192,8993.582054,0,11634.712021
"Atlanta","30 Pharmaceutical Products","North America",4,"GA","Export",0.00040189594356261,11.081471,0.00184545855379189,34.269322,0.00643132716049383,30.565657
"Atlanta","30 Pharmaceutical Products","North America",4,"GA","Import",0.000938381834215167,10.194569,0.000384810405643739,0.492977,0,3.160293
"Atlanta","30 Pharmaceutical Products","South/Central America",4,"GA","Export",0.0374817019400353,91.154056,0.0628464506172839,287.083329,0.0583849206349206,181.581725
"Atlanta","30 Pharmaceutical Products","South/Central America",4,"GA","Import",0.0134298941798942,5.637925,0.0154314373897707,6.741474,0,10.719069
"Atlanta","31 Fertilizers","Asia",4,"GA","Export",0.00165343915343915,0.048377,0.000330687830687831,0.023587,0.000235008818342152,0.017272
"Atlanta","31 Fertilizers","Asia",4,"GA","Import",0.00674691358024691,0.122416,0.00168650793650794,0.132623,0,1.227404
"Atlanta","31 Fertilizers","Europe",4,"GA","Export",0.00573192239858906,0.070944,0.00177843915343915,0.106047,0.00653957231040564,0.129427
"Atlanta","31 Fertilizers","Europe",4,"GA","Import",0.000220679012345679,0.017734,0.0079701278659612,0.251121,0,0.210811
"Atlanta","32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks","Africa",4,"GA","Export",0.00204794973544974,0.609448,0.00476256613756614,0.924592,0.00292746913580247,0.683698
"Atlanta","32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks","Africa",4,"GA","Import",0.000700176366843034,0.090144,0.000215828924162257,0.03329,0,0.005934
"Atlanta","32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks","Asia",4,"GA","Export",0.0761384479717813,10.813794,0.0839545855379189,15.199184,0.152248456790123,21.495685
"Atlanta","32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks","Asia",4,"GA","Import",0.0369429012345679,8.201768,0.0336453924162258,7.518005,0,5.500315
"Atlanta","32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks","Australia and Oceania",4,"GA","Export",0.0025789241622575,0.161105,0.00130379188712522,0.081342,0.000893077601410935,0.141858
"Atlanta","32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks","Australia and Oceania",4,"GA","Import",0.000292328042328042,0.118437,NA,NA,0,0.11
"Atlanta","32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks","Europe",4,"GA","Export",0.0454726631393298,9.330232,0.11276102292769,21.139124,0.0984121472663139,26.119388
"Atlanta","32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks","Europe",4,"GA","Import",0.0902707231040564,13.203341,0.127909832451499,18.443422,0,21.946603
"Atlanta","32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks","North America",4,"GA","Export",7.39638447971781e-05,0.038646,6.33818342151675e-05,0.023606,6.42636684303351e-05,0.085704
"Atlanta","32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks","North America",4,"GA","Import",1.88492063492063e-05,0.002629,7.66093474426808e-05,0.024077,0,0.012432
"Atlanta","32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks","South/Central America",4,"GA","Export",0.00157804232804233,0.563024,0.00688888888888889,1.103906,0.0078070987654321,1.428616
"Atlanta","32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks","South/Central America",4,"GA","Import",0.0048532848324515,1.462448,0.00398247354497354,1.075135,0,3.512567
"Atlanta","33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps","Africa",4,"GA","Export",0.008524360670194,2.344891,0.00438767636684303,1.643717,0.00462213403880071,3.409474
"Atlanta","33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps","Africa",4,"GA","Import",0.000851300705467372,0.382995,0.000801697530864198,0.178577,0,0.334166
"Atlanta","33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps","Asia",4,"GA","Export",0.174042768959436,43.017735,0.291606591710758,53.383794,0.193037367724868,49.059739
"Atlanta","33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps","Asia",4,"GA","Import",0.0462537477954145,8.124592,0.0418561507936508,10.257297,0,4.544915
"Atlanta","33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps","Australia and Oceania",4,"GA","Export",0.0111459435626102,1.595847,0.00998820546737213,2.333193,0.00331062610229277,1.222782
"Atlanta","33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps","Australia and Oceania",4,"GA","Import",0.000157186948853616,0.051885,8.70811287477954e-05,0.105397,0,0.021056
"Atlanta","33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps","Europe",4,"GA","Export",0.107386133156966,25.773323,0.135077601410935,35.722178,0.13105787037037,40.700481
"Atlanta","33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps","Europe",4,"GA","Import",0.125155753968254,34.445409,0.219482473544974,60.033058,0,53.827962
"Atlanta","33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps","North America",4,"GA","Export",0.000324294532627866,0.027749,3.85802469135802e-06,0.002945,0.000123236331569665,0.035981
"Atlanta","33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps","North America",4,"GA","Import",0.00104519400352734,0.263628,9.35846560846561e-05,0.072741,0,0.033705
"Atlanta","33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps","South/Central America",4,"GA","Export",0.0111543209876543,1.890973,0.00531757054673721,1.292434,0.00476554232804233,1.372921
"Atlanta","33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps","South/Central America",4,"GA","Import",0.0128121693121693,1.593914,0.00757275132275132,1.498734,0,0.618237
"Atlanta","34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","Africa",4,"GA","Export",0.00161177248677249,0.230331,0.00315696649029982,0.216958,0.00453317901234568,0.306488
"Atlanta","34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","Africa",4,"GA","Import",0.000240079365079365,0.016986,0.00017636684303351,0.016927,NA,NA
